att=2.13, moe=55.74
att=1.97, moe=52.15
att=1.98, moe=51.28
att=1.97, moe=43.54
att=1.77, moe=46.32
att=1.74, moe=43.68
att=1.76, moe=41.04
att=1.75, moe=40.66
att=1.75, moe=41.97
att=1.74, moe=44.00
att=1.77, moe=43.57
att=1.75, moe=42.68
att=1.77, moe=40.97
att=1.74, moe=46.23
att=1.77, moe=42.06
att=1.77, moe=45.95
att=1.77, moe=42.33
att=1.75, moe=39.84
att=1.76, moe=44.04
att=1.74, moe=41.06
att=1.76, moe=45.37
att=1.75, moe=43.24
att=1.75, moe=43.25
att=1.77, moe=39.80
att=1.16, moe=9.05
att=1.14, moe=9.06
att=1.13, moe=9.07
att=1.12, moe=9.08
att=1.14, moe=9.04
att=1.11, moe=9.07
att=1.12, moe=9.06
att=1.13, moe=9.06
att=1.15, moe=9.08
att=1.12, moe=9.08
att=1.12, moe=9.03
att=1.13, moe=9.04
att=1.12, moe=9.04
att=1.12, moe=9.05
att=1.14, moe=9.09
att=1.14, moe=9.05
att=1.13, moe=9.15
att=1.13, moe=9.19
att=1.14, moe=9.13
att=1.13, moe=9.15
att=1.12, moe=8.99
att=1.13, moe=9.03
att=1.16, moe=9.10
att=1.13, moe=8.97
att=1.17, moe=9.23
att=1.13, moe=9.17
att=1.13, moe=9.19
att=1.14, moe=9.18
att=1.14, moe=9.24
att=1.12, moe=9.25
att=1.12, moe=9.22
att=1.15, moe=9.23
att=1.15, moe=9.20
att=1.13, moe=9.15
att=1.11, moe=9.17
att=1.14, moe=9.18
att=1.12, moe=9.15
att=1.12, moe=9.13
att=1.12, moe=9.19
att=1.15, moe=9.10
att=1.12, moe=9.16
att=1.12, moe=9.21
att=1.12, moe=9.15
att=1.14, moe=9.06
att=1.12, moe=9.15
att=1.11, moe=9.17
att=1.12, moe=9.19
att=1.14, moe=9.04
att=1.16, moe=9.04
att=1.12, moe=9.09
att=1.12, moe=9.15
att=1.12, moe=9.14
att=1.13, moe=9.16
att=1.11, moe=9.18
att=1.12, moe=9.17
att=1.13, moe=9.21
att=1.14, moe=9.20
att=1.12, moe=9.19
att=1.12, moe=9.16
att=1.12, moe=9.11
att=1.13, moe=9.10
att=1.13, moe=9.14
att=1.13, moe=9.19
att=1.15, moe=9.02
att=1.12, moe=9.12
att=1.12, moe=9.14
att=1.11, moe=9.15
att=1.14, moe=9.10
att=1.12, moe=9.15
att=1.12, moe=9.18
att=1.12, moe=9.02
att=1.14, moe=8.99
att=1.17, moe=9.10
att=1.12, moe=9.15
att=1.12, moe=9.14
att=1.12, moe=9.14
att=1.13, moe=9.18
att=1.13, moe=9.18
att=1.13, moe=9.12
att=1.13, moe=9.12
att=1.14, moe=9.16
att=1.12, moe=9.16
att=1.13, moe=9.12
att=1.13, moe=9.13
att=1.14, moe=9.14
att=1.12, moe=9.21
att=1.13, moe=9.19
att=1.14, moe=9.21
att=1.14, moe=9.17
att=1.13, moe=9.18
att=1.12, moe=9.10
att=1.14, moe=9.12
att=1.12, moe=9.06
att=1.11, moe=9.04
att=1.12, moe=9.12
att=1.13, moe=9.12
att=1.16, moe=9.24
att=1.14, moe=9.17
att=1.12, moe=9.19
att=1.11, moe=9.20
att=1.13, moe=9.08
att=1.11, moe=9.12
att=1.11, moe=9.18
att=1.12, moe=9.18
att=1.13, moe=9.12
att=1.11, moe=9.13
att=1.11, moe=9.04
att=1.12, moe=9.11
att=1.14, moe=9.02
att=1.11, moe=9.14
att=1.11, moe=9.08
att=1.12, moe=9.02
att=1.12, moe=9.13
att=1.11, moe=9.06
att=1.14, moe=9.01
att=1.10, moe=8.96
att=1.11, moe=9.05
att=1.10, moe=9.08
att=1.13, moe=9.02
att=1.11, moe=9.09
2.442415237426758
