att=4.41, moe=50.39
att=4.51, moe=49.75
att=4.36, moe=50.73
att=4.36, moe=49.51
att=4.42, moe=48.72
att=4.38, moe=50.48
att=4.38, moe=45.69
att=4.37, moe=49.20
att=4.37, moe=50.37
att=4.33, moe=49.05
att=4.36, moe=49.67
att=4.37, moe=46.57
att=4.52, moe=49.54
att=4.38, moe=46.51
att=4.39, moe=48.41
att=4.38, moe=49.54
att=4.38, moe=50.84
att=4.37, moe=49.89
att=4.38, moe=51.51
att=4.40, moe=49.19
att=4.37, moe=51.04
att=4.37, moe=51.11
att=4.38, moe=48.93
att=4.37, moe=49.33
att=4.36, moe=46.23
att=4.37, moe=50.07
att=4.42, moe=50.64
att=4.37, moe=49.10
att=4.53, moe=49.33
att=4.39, moe=49.49
att=4.37, moe=49.80
att=4.37, moe=50.10
att=2.09, moe=8.73
att=2.06, moe=8.78
att=2.04, moe=8.66
att=2.06, moe=8.75
att=2.04, moe=8.74
att=2.05, moe=8.72
att=2.06, moe=8.69
att=2.06, moe=8.72
att=2.07, moe=8.71
att=2.05, moe=8.69
att=2.07, moe=8.72
att=2.03, moe=8.68
att=2.04, moe=8.75
att=2.04, moe=8.64
att=2.03, moe=8.74
att=2.03, moe=8.72
att=2.06, moe=8.70
att=2.04, moe=8.79
att=2.06, moe=8.69
att=2.02, moe=8.63
att=2.03, moe=8.71
att=2.02, moe=8.77
att=2.04, moe=8.68
att=2.04, moe=8.70
att=2.06, moe=8.63
att=2.04, moe=8.69
att=2.04, moe=8.72
att=2.02, moe=8.63
att=2.04, moe=8.76
att=2.01, moe=8.72
att=2.03, moe=8.69
att=2.02, moe=8.64
att=2.02, moe=8.67
att=2.02, moe=8.72
att=2.01, moe=8.76
att=2.03, moe=8.77
att=2.01, moe=8.69
att=2.07, moe=8.68
att=2.04, moe=8.79
att=2.05, moe=8.69
att=2.05, moe=8.73
att=2.03, moe=8.63
att=2.02, moe=8.76
att=2.03, moe=8.76
att=2.05, moe=8.71
att=2.06, moe=8.72
att=2.06, moe=8.72
att=2.05, moe=8.65
att=2.05, moe=8.70
att=2.02, moe=8.74
att=2.04, moe=8.67
att=2.03, moe=8.74
att=2.03, moe=8.74
att=2.01, moe=8.59
att=2.04, moe=8.72
att=2.00, moe=8.86
att=2.05, moe=8.70
att=2.02, moe=8.67
att=2.02, moe=8.83
att=2.01, moe=8.77
att=2.03, moe=8.92
att=2.03, moe=8.69
att=2.05, moe=8.70
att=2.04, moe=8.65
att=2.03, moe=8.68
att=2.02, moe=8.73
att=2.01, moe=8.71
att=2.05, moe=8.67
att=2.03, moe=8.64
att=2.05, moe=8.76
att=2.03, moe=8.74
att=2.03, moe=8.63
att=2.02, moe=8.76
att=2.03, moe=8.66
att=2.03, moe=8.73
att=2.10, moe=8.73
att=2.05, moe=8.72
att=2.05, moe=8.77
att=2.05, moe=8.72
att=2.03, moe=8.71
att=2.05, moe=8.76
att=2.02, moe=8.64
att=2.03, moe=8.71
att=2.02, moe=8.66
att=2.07, moe=8.70
att=2.03, moe=8.79
att=2.06, moe=8.73
att=2.02, moe=8.75
att=2.03, moe=8.68
att=2.03, moe=8.74
att=2.04, moe=8.82
att=2.03, moe=8.62
att=2.06, moe=8.75
att=2.03, moe=8.72
att=2.15, moe=8.72
att=2.06, moe=8.64
att=2.05, moe=8.74
att=2.01, moe=8.63
att=2.04, moe=8.73
att=2.04, moe=8.78
att=2.06, moe=8.63
att=2.02, moe=8.69
att=2.05, moe=8.73
att=2.03, moe=8.76
att=2.04, moe=8.69
att=2.01, moe=8.71
att=2.05, moe=8.70
att=2.04, moe=8.75
att=2.06, moe=8.76
att=2.03, moe=8.75
att=2.03, moe=8.55
att=2.01, moe=8.76
att=2.03, moe=8.70
att=2.01, moe=8.71
att=2.05, moe=8.71
att=2.03, moe=8.74
att=2.05, moe=8.73
att=2.03, moe=8.61
att=2.04, moe=8.79
att=2.02, moe=8.74
att=2.03, moe=8.71
att=2.02, moe=8.74
att=2.10, moe=8.75
att=2.07, moe=8.77
att=2.05, moe=8.72
att=2.06, moe=8.77
att=2.02, moe=8.78
att=2.08, moe=8.74
att=2.02, moe=8.74
att=2.04, moe=8.69
att=2.00, moe=8.71
att=2.06, moe=8.68
att=2.03, moe=8.70
att=2.05, moe=8.68
att=2.02, moe=8.72
att=2.03, moe=8.72
att=2.03, moe=8.74
att=2.02, moe=8.74
att=1.91, moe=8.73
att=2.02, moe=8.65
att=2.08, moe=8.71
att=2.08, moe=8.73
att=2.02, moe=8.60
att=2.04, moe=8.77
att=2.06, moe=8.78
att=2.04, moe=8.74
att=2.02, moe=8.72
att=2.05, moe=8.72
att=1.89, moe=8.69
att=2.06, moe=8.67
att=2.03, moe=8.69
att=2.03, moe=8.66
att=2.04, moe=8.80
att=2.04, moe=8.67
att=2.04, moe=8.68
att=2.05, moe=8.68
att=2.04, moe=8.77
att=2.04, moe=8.70
att=2.01, moe=8.73
att=2.02, moe=8.72
3.608311653137207
