att=10.46, moe=3.77
att=10.40, moe=3.77
att=10.43, moe=3.71
att=10.42, moe=3.82
att=10.42, moe=3.71
att=10.42, moe=3.74
att=10.43, moe=3.74
att=10.41, moe=3.77
att=10.41, moe=3.67
att=10.42, moe=3.75
att=10.43, moe=3.67
att=10.41, moe=3.47
att=10.41, moe=3.71
att=10.43, moe=3.75
att=10.45, moe=3.81
att=10.44, moe=3.84
att=10.41, moe=3.70
att=10.42, moe=3.85
att=10.41, moe=3.81
att=10.41, moe=3.78
att=10.41, moe=3.77
att=10.40, moe=3.75
att=10.42, moe=3.77
att=10.40, moe=3.73
att=10.41, moe=3.48
att=10.34, moe=3.50
att=10.39, moe=3.53
att=10.34, moe=3.42
att=10.36, moe=3.51
att=10.39, moe=3.48
att=10.36, moe=3.37
att=10.35, moe=3.50
att=1.89, moe=2.11
att=1.88, moe=2.08
att=1.91, moe=2.08
att=1.90, moe=2.08
att=1.88, moe=2.09
att=1.89, moe=2.11
att=1.88, moe=2.11
att=1.88, moe=2.07
att=1.90, moe=2.07
att=1.90, moe=2.06
att=1.87, moe=2.08
att=1.89, moe=2.08
att=1.87, moe=2.09
att=1.88, moe=2.06
att=1.90, moe=2.06
att=1.89, moe=2.08
att=1.90, moe=2.09
att=1.90, moe=2.09
att=1.87, moe=2.09
att=1.89, moe=2.08
att=1.89, moe=2.07
att=1.89, moe=2.06
att=1.91, moe=2.08
att=1.89, moe=2.08
att=1.87, moe=2.09
att=1.88, moe=2.08
att=1.90, moe=2.06
att=1.89, moe=2.20
att=1.90, moe=2.08
att=1.88, moe=2.08
att=1.86, moe=2.08
att=1.88, moe=2.08
att=1.90, moe=2.12
att=1.91, moe=2.08
att=1.91, moe=2.08
att=1.92, moe=2.11
att=1.91, moe=2.10
att=1.88, moe=2.10
att=1.90, moe=2.08
att=1.92, moe=2.08
att=1.91, moe=2.08
att=1.89, moe=2.08
att=1.90, moe=2.09
att=1.88, moe=2.10
att=1.89, moe=2.07
att=1.91, moe=2.08
att=1.89, moe=2.08
att=1.88, moe=2.09
att=1.90, moe=2.10
att=1.88, moe=2.09
att=1.89, moe=2.08
att=1.91, moe=2.09
att=1.91, moe=2.08
att=1.87, moe=2.09
att=1.90, moe=2.10
att=1.88, moe=2.10
att=1.89, moe=2.09
att=1.92, moe=2.10
att=1.91, moe=2.08
att=1.87, moe=2.10
att=1.89, moe=2.10
att=1.89, moe=2.09
att=1.87, moe=2.07
att=1.91, moe=2.08
att=1.91, moe=2.08
att=1.89, moe=2.08
att=1.88, moe=2.08
att=1.90, moe=2.09
att=1.88, moe=2.10
att=1.88, moe=2.08
att=1.90, moe=2.08
att=1.89, moe=2.08
att=1.88, moe=2.09
att=1.89, moe=2.08
att=1.88, moe=2.10
att=1.88, moe=2.08
att=1.91, moe=2.07
att=1.89, moe=2.07
att=1.90, moe=2.08
att=1.89, moe=2.09
att=1.87, moe=2.09
att=1.88, moe=2.08
att=1.90, moe=2.06
att=1.89, moe=2.07
att=1.91, moe=2.09
att=1.89, moe=2.07
att=1.87, moe=2.08
att=1.89, moe=2.09
att=1.87, moe=2.07
att=1.88, moe=2.07
att=1.89, moe=2.06
att=1.87, moe=2.09
att=1.87, moe=2.08
att=1.89, moe=2.08
att=1.87, moe=2.07
att=1.89, moe=2.06
att=1.91, moe=2.07
att=1.89, moe=2.07
att=1.88, moe=2.13
att=1.90, moe=2.12
att=1.90, moe=2.10
att=1.88, moe=2.09
att=1.92, moe=2.08
att=1.91, moe=2.08
att=1.88, moe=2.10
att=1.89, moe=2.09
att=1.90, moe=2.09
att=1.87, moe=2.08
att=1.91, moe=2.09
att=1.91, moe=2.09
att=1.88, moe=2.10
att=1.89, moe=2.10
att=1.89, moe=2.09
att=1.87, moe=2.09
att=1.90, moe=2.08
att=1.90, moe=2.07
att=1.87, moe=2.10
att=1.89, moe=2.09
att=1.89, moe=2.09
att=1.87, moe=2.08
att=1.92, moe=2.07
att=1.91, moe=2.07
att=1.87, moe=2.09
att=1.89, moe=2.08
att=1.88, moe=2.08
att=1.86, moe=2.07
att=1.90, moe=2.08
att=1.90, moe=2.07
att=1.90, moe=2.09
att=1.88, moe=2.07
att=1.89, moe=2.07
att=1.88, moe=2.09
att=1.88, moe=2.07
att=1.90, moe=2.07
att=1.89, moe=2.08
att=1.90, moe=2.08
att=1.89, moe=2.09
att=1.88, moe=2.09
att=1.89, moe=2.08
att=1.90, moe=2.08
att=1.89, moe=2.07
att=1.90, moe=2.09
att=1.89, moe=2.09
att=1.87, moe=2.08
att=1.89, moe=2.09
att=1.89, moe=2.07
att=1.88, moe=2.07
att=1.90, moe=2.06
att=1.87, moe=2.07
att=1.87, moe=2.08
att=1.89, moe=2.09
att=1.87, moe=2.07
att=1.89, moe=2.06
att=1.91, moe=2.06
att=1.87, moe=2.08
att=1.89, moe=2.07
att=1.88, moe=2.08
att=1.87, moe=2.06
att=1.89, moe=2.06
att=1.88, moe=2.06
1.2473485469818115
