att=2.31, moe=29.58
att=2.02, moe=29.52
att=2.02, moe=29.44
att=1.98, moe=29.28
att=1.98, moe=29.62
att=1.99, moe=29.27
att=1.97, moe=26.37
att=1.97, moe=29.22
att=1.99, moe=29.28
att=2.06, moe=26.70
att=1.98, moe=29.37
att=1.99, moe=26.54
att=1.97, moe=29.40
att=1.98, moe=26.38
att=1.96, moe=29.28
att=1.95, moe=29.50
att=1.96, moe=29.46
att=1.95, moe=29.23
att=1.95, moe=29.51
att=1.98, moe=29.36
att=2.09, moe=26.83
att=2.00, moe=29.49
att=1.96, moe=29.34
att=1.96, moe=29.51
att=1.98, moe=26.56
att=1.97, moe=26.99
att=2.00, moe=29.49
att=1.99, moe=29.21
att=1.98, moe=29.58
att=1.97, moe=29.35
att=1.97, moe=29.37
att=1.94, moe=29.28
att=1.32, moe=5.42
att=1.32, moe=5.31
att=1.32, moe=5.22
att=1.32, moe=5.28
att=1.22, moe=5.32
att=1.33, moe=5.27
att=1.33, moe=5.25
att=1.31, moe=5.31
att=1.31, moe=5.28
att=1.32, moe=5.22
att=1.33, moe=5.34
att=1.33, moe=5.28
att=1.33, moe=5.25
att=1.30, moe=5.25
att=1.31, moe=5.35
att=1.31, moe=5.20
att=1.31, moe=5.19
att=1.31, moe=5.27
att=1.31, moe=5.17
att=1.31, moe=5.22
att=1.30, moe=5.30
att=1.30, moe=5.24
att=1.32, moe=5.18
att=1.31, moe=5.18
att=1.30, moe=5.23
att=1.30, moe=5.21
att=1.31, moe=5.30
att=1.31, moe=5.14
att=1.31, moe=5.21
att=1.30, moe=5.22
att=1.31, moe=5.23
att=1.29, moe=5.21
att=1.32, moe=5.24
att=1.30, moe=5.32
att=1.31, moe=5.22
att=1.32, moe=5.24
att=1.33, moe=5.24
att=1.32, moe=5.22
att=1.32, moe=5.25
att=1.40, moe=5.25
att=1.30, moe=5.28
att=1.29, moe=5.37
att=1.32, moe=5.22
att=1.31, moe=5.45
att=1.31, moe=5.40
att=1.30, moe=5.24
att=1.30, moe=5.26
att=1.32, moe=5.27
att=1.38, moe=5.28
att=1.31, moe=5.25
att=1.33, moe=5.05
att=1.30, moe=5.25
att=1.30, moe=5.23
att=1.30, moe=5.20
att=1.32, moe=5.22
att=1.31, moe=5.24
att=1.31, moe=5.27
att=1.46, moe=5.28
att=1.29, moe=5.18
att=1.29, moe=5.26
att=1.36, moe=5.25
att=1.31, moe=5.22
att=1.30, moe=5.25
att=1.29, moe=5.22
att=1.33, moe=5.24
att=1.32, moe=5.25
att=1.31, moe=5.23
att=1.31, moe=5.18
att=1.30, moe=5.20
att=1.33, moe=5.23
att=1.32, moe=5.23
att=1.40, moe=5.21
att=1.29, moe=5.35
att=1.31, moe=5.17
att=1.30, moe=5.19
att=1.32, moe=5.24
att=1.31, moe=5.24
att=1.30, moe=5.24
att=1.29, moe=5.22
att=1.29, moe=5.20
att=1.32, moe=5.17
att=1.33, moe=5.12
att=1.30, moe=5.21
att=1.29, moe=5.24
att=1.31, moe=5.22
att=1.32, moe=5.28
att=1.31, moe=5.25
att=1.30, moe=5.22
att=1.30, moe=5.21
att=1.29, moe=5.13
att=1.30, moe=5.22
att=1.29, moe=5.18
att=1.33, moe=5.23
att=1.30, moe=5.41
att=1.30, moe=5.19
att=1.29, moe=5.14
att=1.30, moe=5.25
att=1.29, moe=5.17
att=1.31, moe=5.23
att=1.32, moe=5.20
att=1.32, moe=5.20
att=1.30, moe=5.23
att=1.31, moe=5.25
att=1.29, moe=5.19
att=1.29, moe=5.22
att=1.31, moe=5.19
att=1.34, moe=5.21
att=1.30, moe=5.28
att=1.29, moe=5.28
att=1.30, moe=5.23
att=1.32, moe=5.27
att=1.30, moe=5.23
att=1.30, moe=5.24
att=1.30, moe=5.25
att=1.29, moe=5.16
att=1.29, moe=5.31
att=1.33, moe=5.31
att=1.31, moe=5.17
att=1.28, moe=5.22
att=1.28, moe=5.17
att=1.29, moe=5.19
att=1.33, moe=5.20
att=1.31, moe=5.16
att=1.29, moe=5.15
att=1.29, moe=5.17
att=1.30, moe=5.18
att=1.32, moe=5.17
att=1.30, moe=5.28
att=1.31, moe=5.20
att=1.31, moe=5.19
att=1.30, moe=5.55
att=1.32, moe=5.23
att=1.29, moe=5.24
att=1.29, moe=5.24
att=1.30, moe=5.06
att=1.33, moe=5.24
att=1.31, moe=5.21
att=1.29, moe=9.31
att=1.31, moe=5.17
att=1.30, moe=5.26
att=1.31, moe=5.20
att=1.30, moe=5.18
att=1.30, moe=5.17
att=1.33, moe=5.21
att=1.29, moe=5.19
att=1.30, moe=5.20
att=1.31, moe=5.20
att=1.30, moe=5.21
att=1.29, moe=5.20
att=1.28, moe=5.18
att=1.28, moe=5.15
att=1.30, moe=5.15
att=1.30, moe=5.23
att=1.29, moe=5.17
att=1.28, moe=5.15
att=1.28, moe=5.14
att=1.30, moe=5.16
att=1.29, moe=5.19
att=1.29, moe=5.18
att=1.28, moe=5.19
2.193129777908325
