att=1.63, moe=2.06
att=1.55, moe=46.75
att=1.54, moe=51.34
att=1.53, moe=50.19
att=1.52, moe=54.02
att=1.52, moe=47.45
att=1.52, moe=47.24
att=1.54, moe=45.82
att=1.55, moe=49.42
att=1.54, moe=48.60
att=1.53, moe=44.93
att=1.52, moe=48.53
att=1.54, moe=42.91
att=1.51, moe=45.69
att=1.54, moe=46.67
att=1.53, moe=42.00
att=1.52, moe=50.31
att=1.55, moe=45.63
att=1.53, moe=43.68
att=1.52, moe=43.69
att=1.53, moe=45.48
att=1.54, moe=49.42
att=1.53, moe=49.42
att=1.52, moe=50.38
att=1.53, moe=52.13
att=1.51, moe=53.90
att=1.52, moe=46.44
att=1.52, moe=51.28
att=1.56, moe=1.54
att=1.54, moe=7.18
att=1.54, moe=7.10
att=1.54, moe=7.20
att=1.54, moe=7.13
att=1.52, moe=7.14
att=1.54, moe=7.17
att=1.54, moe=7.13
att=1.54, moe=7.13
att=1.55, moe=7.15
att=1.54, moe=7.11
att=1.54, moe=7.11
att=1.56, moe=7.12
att=1.54, moe=7.11
att=1.53, moe=7.10
att=1.55, moe=7.13
att=1.54, moe=7.11
att=1.53, moe=7.11
att=1.54, moe=7.10
att=1.53, moe=7.20
att=1.53, moe=7.10
att=1.55, moe=7.11
att=1.53, moe=7.10
att=1.53, moe=7.07
att=1.53, moe=7.09
att=1.53, moe=7.09
att=1.52, moe=7.03
att=1.53, moe=7.09
att=1.59, moe=1.52
att=1.54, moe=7.13
att=1.53, moe=7.11
att=1.52, moe=7.12
att=1.53, moe=7.09
att=1.54, moe=7.10
att=1.52, moe=7.10
att=1.53, moe=7.10
att=1.54, moe=7.13
att=1.52, moe=7.18
att=1.55, moe=7.13
att=1.55, moe=7.15
att=1.53, moe=7.17
att=1.56, moe=7.21
att=1.53, moe=7.11
att=1.53, moe=7.17
att=1.56, moe=7.10
att=1.52, moe=7.13
att=1.53, moe=7.17
att=1.56, moe=7.14
att=1.52, moe=7.17
att=1.53, moe=7.14
att=1.56, moe=7.12
att=1.53, moe=7.11
att=1.54, moe=7.11
att=1.56, moe=7.10
att=1.52, moe=7.15
att=1.54, moe=7.11
att=1.54, moe=1.52
att=1.55, moe=7.12
att=1.53, moe=7.09
att=1.53, moe=7.14
att=1.53, moe=7.12
att=1.52, moe=7.08
att=1.53, moe=7.09
att=1.58, moe=7.08
att=1.52, moe=7.12
att=1.54, moe=7.12
att=1.52, moe=7.12
att=1.52, moe=7.09
att=1.53, moe=7.14
att=1.52, moe=7.09
att=1.53, moe=7.11
att=1.53, moe=7.13
att=1.53, moe=7.10
att=1.53, moe=7.09
att=1.53, moe=7.14
att=1.53, moe=7.10
att=1.52, moe=7.07
att=1.53, moe=7.11
att=1.51, moe=7.11
att=1.53, moe=7.06
att=1.55, moe=7.06
att=1.51, moe=7.09
att=1.51, moe=7.08
att=1.54, moe=7.05
att=1.54, moe=1.53
att=1.58, moe=7.16
att=1.54, moe=7.19
att=1.53, moe=7.17
att=1.53, moe=7.15
att=1.53, moe=7.17
att=1.53, moe=7.18
att=1.53, moe=7.16
att=1.54, moe=7.17
att=1.53, moe=7.15
att=1.53, moe=7.18
att=1.53, moe=7.18
att=1.52, moe=7.15
att=1.53, moe=7.16
att=1.53, moe=7.14
att=1.51, moe=7.17
att=1.55, moe=7.13
att=1.53, moe=7.13
att=1.51, moe=7.19
att=1.54, moe=7.15
att=1.52, moe=7.35
att=1.51, moe=7.13
att=1.54, moe=7.19
att=1.51, moe=7.12
att=1.51, moe=7.13
att=1.54, moe=7.09
att=1.52, moe=7.10
att=1.51, moe=7.11
att=1.55, moe=1.52
att=1.52, moe=7.19
att=1.53, moe=7.19
att=1.57, moe=7.18
att=1.54, moe=7.17
att=1.53, moe=7.17
att=1.54, moe=7.18
att=1.53, moe=7.19
att=1.53, moe=7.21
att=1.55, moe=7.19
att=1.51, moe=7.16
att=1.54, moe=7.13
att=1.53, moe=7.15
att=1.51, moe=7.19
att=1.55, moe=7.15
att=1.52, moe=7.15
att=1.55, moe=7.16
att=1.55, moe=7.11
att=1.52, moe=7.13
att=1.51, moe=7.15
att=1.55, moe=7.10
att=1.52, moe=7.13
att=1.52, moe=7.14
att=1.55, moe=7.11
att=1.51, moe=7.10
att=1.52, moe=7.14
att=1.55, moe=7.09
att=1.52, moe=7.12
2.6519904136657715
