att=1.98, moe=3.68
att=1.84, moe=54.71
att=1.85, moe=58.91
att=1.63, moe=51.31
att=1.64, moe=55.09
att=1.64, moe=48.49
att=1.64, moe=48.25
att=1.61, moe=46.45
att=1.61, moe=50.04
att=1.62, moe=48.97
att=1.63, moe=45.43
att=1.61, moe=49.43
att=1.62, moe=43.69
att=1.64, moe=46.55
att=1.64, moe=47.48
att=1.63, moe=42.76
att=1.63, moe=52.21
att=1.61, moe=46.75
att=1.63, moe=44.78
att=1.62, moe=44.73
att=1.63, moe=46.58
att=1.62, moe=50.39
att=1.61, moe=50.39
att=1.63, moe=50.11
att=1.64, moe=52.82
att=1.61, moe=54.92
att=1.65, moe=47.21
att=1.61, moe=52.94
att=1.57, moe=1.59
att=1.54, moe=7.06
att=1.54, moe=7.11
att=1.53, moe=7.08
att=1.53, moe=7.06
att=1.53, moe=7.04
att=1.51, moe=7.08
att=1.52, moe=7.07
att=1.53, moe=7.04
att=1.52, moe=7.03
att=1.50, moe=7.05
att=1.54, moe=7.02
att=1.52, moe=7.03
att=1.52, moe=7.06
att=1.52, moe=7.02
att=1.52, moe=7.04
att=1.52, moe=7.04
att=1.52, moe=7.01
att=1.53, moe=7.04
att=1.50, moe=7.05
att=1.52, moe=7.04
att=1.53, moe=7.02
att=1.51, moe=7.01
att=1.50, moe=7.01
att=1.52, moe=7.02
att=1.52, moe=7.04
att=1.50, moe=6.99
att=1.52, moe=6.97
att=1.53, moe=1.59
att=1.52, moe=7.09
att=1.54, moe=7.18
att=1.52, moe=7.08
att=1.51, moe=7.08
att=1.53, moe=7.06
att=1.53, moe=7.07
att=1.53, moe=7.08
att=1.53, moe=7.07
att=1.54, moe=7.08
att=1.52, moe=7.06
att=1.52, moe=7.03
att=1.53, moe=7.08
att=1.52, moe=7.08
att=1.52, moe=7.07
att=1.53, moe=7.07
att=1.52, moe=7.08
att=1.53, moe=7.09
att=1.55, moe=7.09
att=1.50, moe=7.08
att=1.53, moe=7.09
att=1.56, moe=7.06
att=1.52, moe=7.07
att=1.52, moe=7.07
att=1.54, moe=7.03
att=1.53, moe=7.06
att=1.50, moe=7.07
att=1.53, moe=7.03
att=1.54, moe=1.61
att=1.52, moe=7.11
att=1.52, moe=7.09
att=1.50, moe=7.06
att=1.49, moe=7.08
att=1.53, moe=7.06
att=1.53, moe=7.05
att=1.49, moe=7.05
att=1.52, moe=7.07
att=1.52, moe=7.07
att=1.51, moe=7.07
att=1.52, moe=7.03
att=1.52, moe=7.08
att=1.51, moe=7.05
att=1.51, moe=7.06
att=1.54, moe=7.03
att=1.50, moe=7.05
att=1.50, moe=7.07
att=1.52, moe=7.07
att=1.51, moe=7.06
att=1.49, moe=7.05
att=1.52, moe=7.08
att=1.51, moe=7.04
att=1.51, moe=7.05
att=1.50, moe=7.01
att=1.51, moe=7.05
att=1.50, moe=7.06
att=1.51, moe=7.02
att=1.53, moe=1.58
att=1.53, moe=7.09
att=1.52, moe=7.04
att=1.52, moe=7.08
att=1.50, moe=7.10
att=1.52, moe=7.05
att=1.54, moe=7.05
att=1.50, moe=7.05
att=1.50, moe=7.06
att=1.54, moe=7.06
att=1.52, moe=7.10
att=1.50, moe=7.09
att=1.53, moe=7.05
att=1.53, moe=7.06
att=1.52, moe=7.05
att=1.52, moe=7.07
att=1.53, moe=7.08
att=1.52, moe=7.11
att=1.52, moe=7.06
att=1.52, moe=7.09
att=1.52, moe=7.08
att=1.52, moe=7.04
att=1.52, moe=7.03
att=1.50, moe=7.05
att=1.51, moe=7.02
att=1.52, moe=7.00
att=1.51, moe=7.01
att=1.50, moe=7.01
att=1.53, moe=1.59
att=1.50, moe=7.13
att=1.50, moe=7.10
att=1.53, moe=7.10
att=1.50, moe=7.09
att=1.50, moe=7.12
att=1.54, moe=7.08
att=1.52, moe=7.09
att=1.50, moe=7.08
att=1.53, moe=7.05
att=1.51, moe=7.07
att=1.51, moe=7.11
att=1.52, moe=7.07
att=1.52, moe=7.06
att=1.52, moe=7.08
att=1.51, moe=7.04
att=1.52, moe=7.07
att=1.51, moe=7.07
att=1.52, moe=7.07
att=1.52, moe=7.06
att=1.50, moe=7.07
att=1.50, moe=7.07
att=1.53, moe=7.07
att=1.50, moe=7.04
att=1.49, moe=7.05
att=1.52, moe=7.02
att=1.51, moe=7.06
att=1.51, moe=7.03
2.683173656463623
