att=8.64, moe=29.67
att=8.57, moe=54.61
att=8.58, moe=59.04
att=8.57, moe=57.93
att=8.57, moe=62.07
att=8.57, moe=55.63
att=8.57, moe=55.07
att=8.57, moe=53.01
att=8.55, moe=57.40
att=8.56, moe=55.94
att=8.57, moe=52.50
att=8.57, moe=57.21
att=8.56, moe=51.54
att=8.57, moe=53.77
att=8.56, moe=55.63
att=8.56, moe=49.47
att=8.57, moe=58.98
att=8.58, moe=53.13
att=8.56, moe=51.21
att=8.56, moe=51.75
att=8.57, moe=53.41
att=8.58, moe=56.66
att=8.56, moe=56.60
att=8.56, moe=58.08
att=8.57, moe=60.08
att=8.55, moe=61.59
att=8.57, moe=55.60
att=8.57, moe=59.55
att=1.65, moe=2.47
att=1.65, moe=7.26
att=1.65, moe=7.27
att=1.63, moe=7.28
att=1.63, moe=7.25
att=1.64, moe=7.26
att=1.63, moe=7.24
att=1.64, moe=7.27
att=1.62, moe=7.23
att=1.63, moe=7.27
att=1.66, moe=7.22
att=1.64, moe=7.24
att=1.63, moe=7.19
att=1.63, moe=7.23
att=1.63, moe=7.19
att=1.64, moe=7.21
att=1.63, moe=7.21
att=1.63, moe=7.22
att=1.65, moe=7.18
att=1.62, moe=7.26
att=1.64, moe=7.19
att=1.63, moe=7.22
att=1.62, moe=7.17
att=1.64, moe=7.20
att=1.62, moe=7.17
att=1.62, moe=7.21
att=1.64, moe=7.17
att=1.61, moe=7.18
att=1.59, moe=2.40
att=1.57, moe=7.24
att=1.61, moe=7.23
att=1.58, moe=7.26
att=1.58, moe=7.20
att=1.60, moe=7.22
att=1.58, moe=7.25
att=1.59, moe=7.20
att=1.59, moe=7.23
att=1.58, moe=7.22
att=1.60, moe=7.22
att=1.58, moe=7.23
att=1.58, moe=7.28
att=1.59, moe=7.22
att=1.58, moe=7.24
att=1.58, moe=7.22
att=1.60, moe=7.24
att=1.58, moe=7.24
att=1.58, moe=7.22
att=1.57, moe=7.27
att=1.57, moe=7.20
att=1.59, moe=7.23
att=1.59, moe=7.23
att=1.57, moe=7.24
att=1.61, moe=7.18
att=1.58, moe=7.22
att=1.57, moe=7.18
att=1.59, moe=7.18
att=1.59, moe=2.51
att=1.58, moe=7.26
att=1.57, moe=7.22
att=1.59, moe=7.24
att=1.58, moe=7.24
att=1.59, moe=7.19
att=1.60, moe=7.22
att=1.58, moe=7.19
att=1.60, moe=7.22
att=1.60, moe=7.21
att=1.58, moe=7.24
att=1.59, moe=7.22
att=1.58, moe=7.22
att=1.57, moe=7.17
att=1.59, moe=7.22
att=1.58, moe=7.23
att=1.58, moe=7.19
att=1.58, moe=7.23
att=1.58, moe=7.20
att=1.59, moe=7.21
att=1.57, moe=7.20
att=1.57, moe=7.22
att=1.73, moe=7.21
att=1.58, moe=7.20
att=1.57, moe=7.17
att=1.60, moe=7.20
att=1.57, moe=7.23
att=1.59, moe=7.17
att=1.61, moe=2.38
att=1.62, moe=7.25
att=1.59, moe=7.27
att=1.59, moe=7.24
att=1.59, moe=7.28
att=1.59, moe=7.22
att=1.60, moe=7.25
att=1.59, moe=7.23
att=1.58, moe=7.23
att=1.59, moe=7.23
att=1.60, moe=7.25
att=1.58, moe=7.22
att=1.60, moe=7.21
att=1.59, moe=7.22
att=1.58, moe=7.20
att=1.58, moe=7.28
att=1.59, moe=7.23
att=1.60, moe=7.24
att=1.59, moe=7.23
att=1.58, moe=7.22
att=1.61, moe=7.21
att=1.58, moe=7.22
att=1.61, moe=7.19
att=1.60, moe=7.23
att=1.58, moe=7.16
att=1.58, moe=7.17
att=1.57, moe=7.17
att=1.57, moe=7.17
att=1.60, moe=2.51
att=1.58, moe=7.23
att=1.59, moe=7.24
att=1.58, moe=7.24
att=1.60, moe=7.20
att=1.59, moe=7.22
att=1.58, moe=7.25
att=1.60, moe=7.27
att=1.60, moe=7.30
att=1.59, moe=7.25
att=1.61, moe=7.27
att=1.59, moe=7.26
att=1.60, moe=7.21
att=1.58, moe=7.25
att=1.58, moe=7.27
att=1.61, moe=7.24
att=1.58, moe=7.20
att=1.58, moe=7.21
att=1.61, moe=7.20
att=1.58, moe=7.21
att=1.59, moe=7.20
att=1.59, moe=7.22
att=1.58, moe=7.17
att=1.60, moe=7.17
att=1.59, moe=7.20
att=1.58, moe=7.18
att=1.60, moe=7.16
att=1.58, moe=7.15
3.1411101818084717
